Date,Store ID,Product ID,Category,Region,Predicted Demand
2024-02-01,S003,P0015,Groceries,East,131.69
2024-02-02,S003,P0015,Groceries,East,128.18
2024-02-03,S003,P0015,Groceries,East,127.39
2024-02-04,S003,P0015,Groceries,East,124.56
2024-02-05,S003,P0015,Groceries,East,121.13
2024-02-06,S003,P0015,Groceries,East,124.1
2024-01-31,S003,P0016,Electronics,East,111.36
2024-02-01,S003,P0016,Electronics,East,106.23
2024-02-02,S003,P0016,Electronics,East,102.57
2024-02-03,S003,P0016,Electronics,East,92.85
2024-02-04,S003,P0016,Electronics,East,90.83
2024-02-05,S003,P0016,Electronics,East,91.8
2024-02-06,S003,P0016,Electronics,East,90.24
2024-01-31,S003,P0017,Furniture,East,96.94
2024-02-01,S003,P0017,Furniture,East,85.03
2024-02-02,S003,P0017,Furniture,East,83.07
2024-02-03,S003,P0017,Furniture,East,80.67
2024-02-04,S003,P0017,Furniture,East,78.94
2024-02-05,S003,P0017,Furniture,East,81.1
2024-02-06,S003,P0017,Furniture,East,77.54
2024-01-31,S003,P0018,Furniture,East,84.19
2024-02-01,S003,P0018,Furniture,East,80.35
2024-02-02,S003,P0018,Furniture,East,79.79
2024-02-03,S003,P0018,Furniture,East,80.94
2024-02-04,S003,P0018,Furniture,East,79.72
2024-02-05,S003,P0018,Furniture,East,80.72
2024-02-06,S003,P0018,Furniture,East,81.44
2024-01-31,S003,P0019,Groceries,East,136.31
2024-02-01,S003,P0019,Groceries,East,134.84
2024-02-02,S003,P0019,Groceries,East,135.89
2024-02-03,S003,P0019,Groceries,East,136.22
2024-02-04,S003,P0019,Groceries,East,136.51
2024-02-05,S003,P0019,Groceries,East,134.17
2024-02-06,S003,P0019,Groceries,East,132.11
2024-01-31,S003,P0020,Clothing,East,102.3
2024-02-01,S003,P0020,Clothing,East,102.14
2024-02-02,S003,P0020,Clothing,East,103.11
2024-02-03,S003,P0020,Clothing,East,99.75
2024-02-04,S003,P0020,Clothing,East,100.37
2024-02-05,S003,P0020,Clothing,East,98.27
2024-02-06,S003,P0020,Clothing,East,98.38
2024-01-31,S004,P0001,Groceries,West,112.36
2024-02-01,S004,P0001,Groceries,West,96.55
2024-02-02,S004,P0001,Groceries,West,88.31
2024-02-03,S004,P0001,Groceries,West,80.78
2024-02-04,S004,P0001,Groceries,West,74.71
2024-02-05,S004,P0001,Groceries,West,69.84
2024-02-06,S004,P0001,Groceries,West,62.78
2024-01-31,S004,P0002,Groceries,West,50.4
2024-02-01,S004,P0002,Groceries,West,45.68
2024-02-02,S004,P0002,Groceries,West,46.19
2024-02-03,S004,P0002,Groceries,West,45.27
2024-02-04,S004,P0002,Groceries,West,46.69
2024-02-05,S004,P0002,Groceries,West,48.96
2024-02-06,S004,P0002,Groceries,West,50.09
2024-01-31,S004,P0003,Furniture,West,52.53
2024-02-01,S004,P0003,Furniture,West,51.72
2024-02-02,S004,P0003,Furniture,West,51.37
2024-02-03,S004,P0003,Furniture,West,51.45
2024-02-04,S004,P0003,Furniture,West,52.53
2024-02-05,S004,P0003,Furniture,West,52.43
2024-02-06,S004,P0003,Furniture,West,54.88
2024-01-31,S004,P0004,Groceries,West,138.16
2024-02-01,S004,P0004,Groceries,West,139.61
2024-02-02,S004,P0004,Groceries,West,138.52
2024-02-03,S004,P0004,Groceries,West,139.22
2024-02-04,S004,P0004,Groceries,West,139.65
2024-02-05,S004,P0004,Groceries,West,138.49
2024-02-06,S004,P0004,Groceries,West,139.56
2024-01-31,S004,P0005,Clothing,West,80.89
2024-02-01,S004,P0005,Clothing,West,70.87
2024-02-02,S004,P0005,Clothing,West,62.09
2024-02-03,S004,P0005,Clothing,West,59.41
2024-02-04,S004,P0005,Clothing,West,55.73
2024-02-05,S004,P0005,Clothing,West,52.31
2024-02-06,S004,P0005,Clothing,West,50.13
2024-01-31,S004,P0006,Groceries,West,93.69
2024-02-01,S004,P0006,Groceries,West,87.22
2024-02-02,S004,P0006,Groceries,West,77.31
2024-02-03,S004,P0006,Groceries,West,75.96
2024-02-04,S004,P0006,Groceries,West,70.52
2024-02-05,S004,P0006,Groceries,West,61.91
2024-02-06,S004,P0006,Groceries,West,59.84
2024-01-31,S004,P0007,Groceries,West,122.78
2024-02-01,S004,P0007,Groceries,West,119.87
2024-02-02,S004,P0007,Groceries,West,120.55
2024-02-03,S004,P0007,Groceries,West,117.83
2024-02-04,S004,P0007,Groceries,West,113.3
2024-02-05,S004,P0007,Groceries,West,110.4
2024-02-06,S004,P0007,Groceries,West,109.75
2024-01-31,S004,P0008,Furniture,West,67.18
2024-02-01,S004,P0008,Furniture,West,66.75
2024-02-02,S004,P0008,Furniture,West,67.52
2024-02-03,S004,P0008,Furniture,West,66.76
2024-02-04,S004,P0008,Furniture,West,65.76
2024-02-05,S004,P0008,Furniture,West,62.23
2024-02-06,S004,P0008,Furniture,West,59.85
2024-01-31,S004,P0009,Clothing,West,128.79
2024-02-01,S004,P0009,Clothing,West,117.5
2024-02-02,S004,P0009,Clothing,West,111.95
2024-02-03,S004,P0009,Clothing,West,113.31
2024-02-04,S004,P0009,Clothing,West,108.11
2024-02-05,S004,P0009,Clothing,West,106.72
2024-02-06,S004,P0009,Clothing,West,110.95
2024-01-31,S004,P0010,Groceries,West,109.69
2024-02-01,S004,P0010,Groceries,West,100.94
2024-02-02,S004,P0010,Groceries,West,92.46
2024-02-03,S004,P0010,Groceries,West,88.3
2024-02-04,S004,P0010,Groceries,West,87.81
2024-02-05,S004,P0010,Groceries,West,87.16
2024-02-06,S004,P0010,Groceries,West,85.28
2024-01-31,S004,P0011,Clothing,West,93.76
2024-02-01,S004,P0011,Clothing,West,87.45
2024-02-02,S004,P0011,Clothing,West,85.67
2024-02-03,S004,P0011,Clothing,West,86.68
2024-02-04,S004,P0011,Clothing,West,86.39
2024-02-05,S004,P0011,Clothing,West,88.99
2024-02-06,S004,P0011,Clothing,West,85.31
2024-01-31,S004,P0012,Electronics,West,79.97
2024-02-01,S004,P0012,Electronics,West,69.61
2024-02-02,S004,P0012,Electronics,West,64.9
2024-02-03,S004,P0012,Electronics,West,61.8
2024-02-04,S004,P0012,Electronics,West,59.91
2024-02-05,S004,P0012,Electronics,West,56.93
2024-02-06,S004,P0012,Electronics,West,51.59
2024-01-31,S004,P0014,Furniture,West,55.38
2024-02-01,S004,P0014,Furniture,West,60.16
2024-02-02,S004,P0014,Furniture,West,58.12
2024-02-03,S004,P0014,Furniture,West,59.01
2024-02-04,S004,P0014,Furniture,West,60.27
2024-02-05,S004,P0014,Furniture,West,57.63
2024-02-06,S004,P0014,Furniture,West,61.17
2024-01-31,S005,P0020,Toys,North,76.48
2024-02-01,S005,P0020,Toys,North,68.04
2024-02-02,S005,P0020,Toys,North,68.61
2024-02-03,S005,P0020,Toys,North,70.24
2024-02-04,S005,P0020,Toys,North,67.22
2024-02-05,S005,P0020,Toys,North,68.3
2024-02-06,S005,P0020,Toys,North,66.39
